sport,model_family,target_label,factor_key,plot_type,x_value,y_value,fitted_effect,lower_ci,upper_ci,baseline_value,season_window
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-141.30434782608694,-36.3768115942029,0.0805581081332017,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-134.05797101449275,-36.3768115942029,0.09634322712850277,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-126.81159420289855,-36.3768115942029,0.11207022077090045,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-119.56521739130434,-36.3768115942029,0.12772935613411385,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-112.31884057971013,-36.3768115942029,0.14330865841291682,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-105.07246376811594,-36.3768115942029,0.15879324736594025,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-97.82608695652175,-36.3768115942029,0.17416443307932117,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-90.57971014492753,-36.3768115942029,0.1893984683181827,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-83.33333333333331,-36.3768115942029,0.20446480540365064,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-76.08695652173913,-36.3768115942029,0.21932363143351835,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-68.84057971014494,-36.3768115942029,0.23392234601772374,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-61.59420289855072,-36.3768115942029,0.24819049013900202,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-54.3478260869565,-36.3768115942029,0.2620324361113783,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-47.10144927536231,-36.3768115942029,0.2753169664574318,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-39.855072463768124,-36.3768115942029,0.2878629504400942,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-32.60869565217391,-36.3768115942029,0.2994214621729639,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-25.36231884057969,-36.3768115942029,0.3096591314758857,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-18.1159420289855,-36.3768115942029,0.31816179897444985,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-10.869565217391312,-36.3768115942029,0.32453349745854987,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,-3.6231884057970944,-36.3768115942029,0.3294177789592068,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,3.623188405797123,-36.3768115942029,0.35448433854501826,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,10.869565217391312,-36.3768115942029,0.3530196986801687,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,18.1159420289855,-36.3768115942029,0.3473528624572829,,,,2014-2024
NBA,LogisticRegression,Expected FG,spatial,spatial_surface,25.362318840579746,-36.3768115942029,0.3391532638262218,,,,2014-2024
