x_value,fitted_effect,lower_ci,upper_ci,sport,effect_label,season_window,baseline_distance
53.065326633165824,-2.9868431273812277,-3.9353587121356437,-2.0383275426268126,NBA,Shot Distance,2014-2024,13.0
53.36683417085427,-3.016389615841848,-3.971188318992895,-2.0615909126908,NBA,Shot Distance,2014-2024,13.0
53.66834170854271,-3.046207131158424,-4.007471950646602,-2.084942311670246,NBA,Shot Distance,2014-2024,13.0
53.96984924623115,-3.076251219723728,-4.0441623935317725,-2.108340045915684,NBA,Shot Distance,2014-2024,13.0
54.27135678391959,-3.1064774279305336,-4.081209240344822,-2.131745615516246,NBA,Shot Distance,2014-2024,13.0
54.57286432160804,-3.136841302171611,-4.11855883274458,-2.1551237715986415,NBA,Shot Distance,2014-2024,13.0
54.874371859296474,-3.1672983888397317,-4.156154278024921,-2.178442499654543,NBA,Shot Distance,2014-2024,13.0
55.17587939698492,-3.197804234327668,-4.193935535116223,-2.201672933539113,NBA,Shot Distance,2014-2024,13.0
55.47738693467336,-3.22831438502819,-4.23183956488663,-2.22478920516975,NBA,Shot Distance,2014-2024,13.0
55.778894472361806,-3.2587843873340727,-4.269800539481188,-2.247768235186958,NBA,Shot Distance,2014-2024,13.0
56.08040201005025,-3.2891697876380848,-4.307750105379456,-2.2705894698967146,NBA,Shot Distance,2014-2024,13.0
56.38190954773869,-3.3194261323329988,-4.345617694979608,-2.2932345696863905,NBA,Shot Distance,2014-2024,13.0
56.68341708542713,-3.3495089678115875,-4.383330881826831,-2.315687053796343,NBA,Shot Distance,2014-2024,13.0
56.984924623115575,-3.379373840466622,-4.420815775083745,-2.3379319058494987,NBA,Shot Distance,2014-2024,13.0
57.28643216080401,-3.408976296690871,-4.457997449469693,-2.3599551439120483,NBA,Shot Distance,2014-2024,13.0
57.587939698492455,-3.4382718828771104,-4.494800407647899,-2.3817433581063225,NBA,Shot Distance,2014-2024,13.0
57.8894472361809,-3.46721614541811,-4.531149072884479,-2.403283217951741,NBA,Shot Distance,2014-2024,13.0
58.19095477386934,-3.4957652971757405,-4.566970244181653,-2.424560350169828,NBA,Shot Distance,2014-2024,13.0
58.49246231155779,-3.5238843167469174,-4.602217070194521,-2.445551563299314,NBA,Shot Distance,2014-2024,13.0
58.793969849246224,-3.5515443622642335,-4.636861566699414,-2.4662271578290538,NBA,Shot Distance,2014-2024,13.0
59.09547738693467,-3.5787167211896884,-4.670876702783387,-2.486556739595989,NBA,Shot Distance,2014-2024,13.0
59.39698492462311,-3.6053726809852735,-4.704235671274898,-2.5065096906956503,NBA,Shot Distance,2014-2024,13.0
59.69849246231155,-3.6314835291129848,-4.736911586321213,-2.5260554719047565,NBA,Shot Distance,2014-2024,13.0
60.0,-3.6570205530348208,-4.768877229902012,-2.5451638761676296,NBA,Shot Distance,2014-2024,13.0
