x_value,fitted_effect,lower_ci,upper_ci,sport,effect_label,season_window,baseline_value
28.559839861566836,0.3013953319370357,0.05604169731374109,0.5467489665603303,NHL,shotDistance,2014-2024,33.1058907145
29.052250893662816,0.27169220345955286,0.029380353077531174,0.5140040538415745,NHL,shotDistance,2014-2024,33.1058907145
29.544661925758795,0.24131308196659157,0.001964652897713526,0.4806615110354696,NHL,shotDistance,2014-2024,33.1058907145
30.037072957854775,0.21024180185497865,-0.026299221602815948,0.4467828253127733,NHL,shotDistance,2014-2024,33.1058907145
30.529483989950755,0.17846219752154063,-0.055500259400318996,0.41242465444340026,NHL,shotDistance,2014-2024,33.1058907145
31.021895022046735,0.14595810336310566,-0.08571693910843747,0.3776331458346488,NHL,shotDistance,2014-2024,33.1058907145
31.514306054142715,0.1127133537765006,-0.11701237588070246,0.3424390834337036,NHL,shotDistance,2014-2024,33.1058907145
32.006717086238694,0.07871178315855243,-0.149430590744292,0.30685415706139685,NHL,shotDistance,2014-2024,33.1058907145
32.499128118334674,0.04393722590608817,-0.18299420388440613,0.27086865569658247,NHL,shotDistance,2014-2024,33.1058907145
32.991539150430654,0.0083735164159352,-0.21770379242877658,0.23445082526064698,NHL,shotDistance,2014-2024,33.1058907145
33.483950182526634,-0.027995510915079014,-0.25353903599532046,0.1975480141651625,NHL,shotDistance,2014-2024,33.1058907145
33.976361214622614,-0.06518602169012777,-0.290461631062253,0.16008958768199744,NHL,shotDistance,2014-2024,33.1058907145
34.46877224671859,-0.10321418151238426,-0.3284198297688732,0.12199146674410466,NHL,shotDistance,2014-2024,33.1058907145
34.96118327881457,-0.14209615598502046,-0.36735438721626057,0.08316207524621966,NHL,shotDistance,2014-2024,33.1058907145
35.45359431091055,-0.1818481107112092,-0.4072057034433232,0.04350948202090488,NHL,shotDistance,2014-2024,33.1058907145
35.94600534300653,-0.2224862112941246,-0.44792201890723793,0.002949596318988723,NHL,shotDistance,2014-2024,33.1058907145
36.43841637510251,-0.264026622454301,-0.48946864155542236,-0.03858460335317959,NHL,shotDistance,2014-2024,33.1058907145
36.93082740719849,-0.30645573808370774,-0.5318219483062607,-0.08108952786115464,NHL,shotDistance,2014-2024,33.1058907145
37.42323843929447,-0.3496517369482559,-0.574928933332187,-0.12437454056432484,NHL,shotDistance,2014-2024,33.1058907145
37.91564947139045,-0.3934682172058943,-0.6187394069521974,-0.1681970274595913,NHL,shotDistance,2014-2024,33.1058907145
38.40806050348643,-0.437758777014571,-0.6632072185460869,-0.2123103354830551,NHL,shotDistance,2014-2024,33.1058907145
38.90047153558241,-0.482377014532235,-0.7082799905230082,-0.2564740385414619,NHL,shotDistance,2014-2024,33.1058907145
39.39288256767839,-0.5271765279168357,-0.753890237329214,-0.3004628185044572,NHL,shotDistance,2014-2024,33.1058907145
39.88529359977437,-0.5720109153263209,-0.7999481851190253,-0.3440736455336164,NHL,shotDistance,2014-2024,33.1058907145
40.37770463187035,-0.6167337749186395,-0.8463366772854082,-0.38713087255187073,NHL,shotDistance,2014-2024,33.1058907145
40.87011566396633,-0.6611987048517407,-0.8929084826290856,-0.4294889270743958,NHL,shotDistance,2014-2024,33.1058907145
41.36252669606231,-0.7052593032835739,-0.9394861337650746,-0.47103247280207317,NHL,shotDistance,2014-2024,33.1058907145
41.85493772815829,-0.7487691683720861,-0.9858641735291447,-0.5116741632150275,NHL,shotDistance,2014-2024,33.1058907145
42.34734876025427,-0.791581898275227,-1.0318134580154221,-0.5513503385350318,NHL,shotDistance,2014-2024,33.1058907145
42.83975979235025,-0.8335510911509454,-1.0770870264288814,-0.5900151558730093,NHL,shotDistance,2014-2024,33.1058907145
