player,avg_sdi,avg_xG,actual_goal_pct,attempts,residual
Ethan Bear,0.4668320260499201,0.031501536450980375,0.03333333333333333,510,0.0018317968823529582
Kyle Burroughs,0.46672047767254954,0.028026627068273084,0.020080321285140562,249,-0.007946305783132521
Justin Faulk,0.46655818916761405,0.03985159298613579,0.041237113402061855,2813,0.0013855204159260656
Jacob Trouba,0.46649249329769493,0.03523180700495048,0.028052805280528052,2424,-0.007179001724422429
Tyler Tucker,0.46640676463358127,0.022574855277777764,0.05555555555555555,108,0.03298070027777779
Libor Hajek,0.46635475434406704,0.02297312743801652,0.03305785123966942,121,0.010084723801652904
Jon Merrill,0.46633920763171194,0.028612932039554992,0.027194066749072928,809,-0.0014188652904820638
Jayden Struble,0.4662036181867383,0.025610136258992795,0.03597122302158273,139,0.010361086762589938
Troy Stecher,0.4661758139855024,0.027336624507434935,0.024163568773234202,1076,-0.0031730557342007325
Sami Vatanen,0.4661558455651372,0.034108630225752494,0.03762541806020067,1196,0.0035167878344481776
Alex Vlasic,0.46608136940854655,0.02881732861313868,0.025547445255474453,274,-0.003269883357664226
Noah Hanifin,0.4660763496173574,0.034653776965240635,0.03342245989304813,2244,-0.0012313170721925046
Alex Pietrangelo,0.46606925233987173,0.036993569666146635,0.038377535101404056,3205,0.0013839654352574213
Aaron Ekblad,0.46605669848399417,0.04326431148411214,0.04747663551401869,2675,0.004212324029906553
Madison Bowey,0.4660107069346324,0.031186845119047603,0.01984126984126984,252,-0.011345575277777763
Scott Mayfield,0.4659961101941205,0.02751405882565491,0.028906955736224028,1107,0.0013928969105691177
Dmitry Orlov,0.4657118293277131,0.03565241739059966,0.039978390059427334,1851,0.004325972668827671
Mark Giordano,0.46563594569512956,0.033226257811588146,0.042934556065027094,2399,0.009708298253438948
William Lagesson,0.465547113031513,0.02260374259259259,0.0,108,-0.02260374259259259
Nicklas Grossmann,0.4654923965886837,0.025551425279999988,0.064,125,0.03844857472000002
Roman Josi,0.46543440681880266,0.04379904829293992,0.04715489989462592,3796,0.0033558516016859996
Michael Del Zotto,0.4653974838035791,0.03435154839999999,0.04,900,0.005648451600000014
Yannick Weber,0.46513503326749134,0.03713671276252018,0.029079159935379646,619,-0.008057552827140536
Michael Kesselring,0.4650188435930382,0.027784629629629614,0.031746031746031744,378,0.00396140211640213
Philip Broberg,0.4649870539086697,0.031218402743682296,0.04693140794223827,277,0.015713005198555972
Erik Johnson,0.46496262102295105,0.0344575347010178,0.039440203562340966,1572,0.004982668861323168
Nick Perbix,0.4648071689590103,0.03140468387700534,0.034759358288770054,374,0.0033546744117647145
David Savard,0.46475790450857357,0.03150634107849393,0.03063178047223995,1567,-0.0008745606062539775
Jared Spurgeon,0.4645031229468435,0.0434004082542194,0.05590717299578059,1896,0.012506764741561191
