x_value,fitted_effect,lower_ci,upper_ci,sport,effect_label,season_window,baseline_value
-29.857837264499494,-0.22689240566280566,-0.4646117862579221,0.010826974932310773,NHL,shotAngle,2014-2024,0.0
-28.968290801601007,-0.21817089255379224,-0.45538739598885514,0.019045610881270658,NHL,shotAngle,2014-2024,0.0
-28.078744338702514,-0.20954995626753853,-0.44636014514084266,0.0272602326057656,NHL,shotAngle,2014-2024,0.0
-27.18919787580402,-0.20103055526175645,-0.43753815215152103,0.03547704162800813,NHL,shotAngle,2014-2024,0.0
-26.299651412905526,-0.1926136479941577,-0.4289271557904605,0.04369985980214508,NHL,shotAngle,2014-2024,0.0
-25.41010495000704,-0.18430019292245414,-0.4205302262560293,0.05192984041112103,NHL,shotAngle,2014-2024,0.0
-24.520558487108545,-0.1760911485043573,-0.41234756636113046,0.06016526935241584,NHL,shotAngle,2014-2024,0.0
-23.63101202421005,-0.16798747319757906,-0.40437640605014824,0.06840145965499012,NHL,shotAngle,2014-2024,0.0
-22.741465561311557,-0.1599901254598311,-0.3966109911511974,0.07663074023153527,NHL,shotAngle,2014-2024,0.0
-21.851919098413063,-0.1521000637488253,-0.38904266477428323,0.08484253727663271,NHL,shotAngle,2014-2024,0.0
-20.96237263551457,-0.14431824652227326,-0.38166003740416193,0.09302354435961535,NHL,shotAngle,2014-2024,0.0
-20.072826172616075,-0.13664563223788667,-0.37444923977992284,0.1011579753041495,NHL,shotAngle,2014-2024,0.0
-19.183279709717596,-0.1290831793533776,-0.36739425132589465,0.10922789261913946,NHL,shotAngle,2014-2024,0.0
-18.2937332468191,-0.12163184632645735,-0.36047729635027853,0.11721360369736378,NHL,shotAngle,2014-2024,0.0
-17.404186783920608,-0.11429259161483801,-0.35367930052301677,0.12509411729334075,NHL,shotAngle,2014-2024,0.0
-16.514640321022114,-0.10706637367623101,-0.34698040126415947,0.1328476539116975,NHL,shotAngle,2014-2024,0.0
-15.62509385812362,-0.09995415096834831,-0.34036050753147024,0.14045220559477356,NHL,shotAngle,2014-2024,0.0
-14.735547395225126,-0.09295688194890156,-0.333799906956326,0.14788614305852288,NHL,shotAngle,2014-2024,0.0
-13.846000932326632,-0.08607552507560262,-0.3272799211776467,0.15512887102644146,NHL,shotAngle,2014-2024,0.0
-12.956454469428138,-0.07931103880616308,-0.32078361338858785,0.1621615357762617,NHL,shotAngle,2014-2024,0.0
-12.066908006529644,-0.07266505340119611,-0.31429854488204356,0.16896843807965134,NHL,shotAngle,2014-2024,0.0
-11.177361543631164,-0.06614579891301742,-0.3078349938004863,0.17554339597445145,NHL,shotAngle,2014-2024,0.0
-10.28781508073267,-0.059765251366920125,-0.3014173071467582,0.18188680441291794,NHL,shotAngle,2014-2024,0.0
-9.398268617834177,-0.05353542978358328,-0.2950721688296116,0.18800130926244507,NHL,shotAngle,2014-2024,0.0
-8.508722154935683,-0.04746835318368614,-0.2888277320456906,0.19389102567831829,NHL,shotAngle,2014-2024,0.0
-7.619175692037189,-0.04157604058790776,-0.2827129417254798,0.19956086054966427,NHL,shotAngle,2014-2024,0.0
-6.729629229138695,-0.035870511016927065,-0.27675691306303407,0.20501589102917994,NHL,shotAngle,2014-2024,0.0
-5.840082766240201,-0.030363783491423102,-0.2709883623091559,0.2102607953263097,NHL,shotAngle,2014-2024,0.0
